buy_inst_num,date,rank_reason,sell_inst_num,stock_name,stock_symbol
10825.90,2020-12-17,日涨幅偏离值达7%的证券,59023.20,洛阳钼业,603993
0.00,2020-12-16,连续3个交易日内收盘价格跌幅较基准指数偏离值累计达到-30%的证券,21567.63,每日互动,300766
12482.92,2021-06-22,有价格涨跌幅限制的日换手率达到30%的证券,15046.25,台基股份,300046
0.00,2021-06-22,"连续三个交易日内,日均换手率与前五个交易日的日均换手率的比值达到30倍,且换手率累计达20%的证券",635.12,*ST万方,000638
7558.74,2021-04-06,日跌幅偏离值达7%的证券,17163.07,美年健康,002044
911.30,2021-02-02,有价格涨跌幅限制的日换手率达到30%的证券,467.17,研奥股份,300923
2406.71,2021-02-02,连续3个交易日内收盘价格涨幅较基准指数偏离值累计达到30%的证券,0.00,成都先导,688222
179.50,2021-02-25,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,263.16,广哈通信,300711
1052.89,2021-02-25,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.00,新大正,002968
6382.71,2021-02-18,"连续三个交易日内,涨幅偏离值累计达20%的证券",19183.50,西部矿业,601168
638.01,2021-03-22,日换手率达20%的证券,27.92,豪美新材,002988
1979.84,2021-03-22,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,0.00,四方光电,688665
0.00,2020-11-26,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,1262.02,ST加加,002650
0.00,2021-01-05,"连续三个交易日内,涨幅偏离值累计达20%的证券",427.09,豫园股份,600655
