Stkcd	Trddt	Clsprc
002022	2022-01-25	13.320
002022	2022-01-26	13.110
002023	2022-01-25	11.780
002023	2022-01-26	11.800
002024	2022-01-25	3.910
002024	2022-01-26	3.960
002025	2022-01-25	66.890
002025	2022-01-26	66.340
002026	2022-01-25	19.400
002026	2022-01-26	18.860
002027	2022-01-25	7.810
002027	2022-01-26	7.720
002028	2022-01-25	45.900
002028	2022-01-26	47.880
002029	2022-01-25	5.530
002029	2022-01-26	5.530
002030	2022-01-25	18.110
002030	2022-01-26	18.110
002031	2022-01-25	1.940
002031	2022-01-26	2.040
002032	2022-01-25	53.250
002032	2022-01-26	54.520
002033	2022-01-25	6.610
002033	2022-01-26	6.430
002034	2022-01-25	17.780
002034	2022-01-26	18.520
002035	2022-01-25	5.970
002035	2022-01-26	5.970
002036	2022-01-25	20.790
002036	2022-01-26	21.500
002037	2022-01-25	8.370
002037	2022-01-26	9.210
002038	2022-01-25	10.180
002038	2022-01-26	10.020
002039	2022-01-25	17.360
002039	2022-01-26	17.610
002040	2022-01-25	5.930
002040	2022-01-26	6.010
002041	2022-01-25	20.590
002041	2022-01-26	20.960
002042	2022-01-25	4.460
002042	2022-01-26	4.670
002043	2022-01-25	11.480
002043	2022-01-26	11.650
002044	2022-01-25	7.240
002044	2022-01-26	7.210
002045	2022-01-25	11.140
002045	2022-01-26	11.010
002046	2022-01-25	12.520
002046	2022-01-26	12.560
002047	2022-01-25	3.730
002047	2022-01-26	3.810
002048	2022-01-25	19.390
002048	2022-01-26	20.150
002049	2022-01-25	223.390
002049	2022-01-26	220.800
002050	2022-01-25	21.830
002050	2022-01-26	20.700
002051	2022-01-25	6.880
002051	2022-01-26	7.310
002052	2022-01-25	1.870
002052	2022-01-26	1.910
002053	2022-01-25	8.840
002053	2022-01-26	9.720
002054	2022-01-25	9.570
002054	2022-01-26	9.590
002055	2022-01-25	13.520
002055	2022-01-26	13.220
002056	2022-01-25	15.560
002056	2022-01-26	15.690
002057	2022-01-25	8.200
002057	2022-01-26	7.910
002058	2022-01-25	11.760
002058	2022-01-26	11.740
002059	2022-01-25	8.160
002059	2022-01-26	7.340
002060	2022-01-25	4.660
002060	2022-01-26	4.730
002061	2022-01-25	5.560
002061	2022-01-26	5.640
002062	2022-01-25	4.770
002062	2022-01-26	5.010
002063	2022-01-25	8.980
002063	2022-01-26	9.530
002064	2022-01-25	9.870
002064	2022-01-26	9.920
002065	2022-01-25	7.910
002065	2022-01-26	7.820
002066	2022-01-25	9.800
002066	2022-01-26	9.900
002067	2022-01-25	3.730
002067	2022-01-26	3.770
002068	2022-01-25	9.600
002068	2022-01-26	10.040
002069	2022-01-25	3.230
002069	2022-01-26	3.250
002072	2022-01-25	6.020
002072	2022-01-26	6.100
002073	2022-01-25	6.410
002073	2022-01-26	6.400
002074	2022-01-25	41.570
002074	2022-01-26	42.140
002075	2022-01-25	5.700
002075	2022-01-26	5.710
002076	2022-01-25	1.650
002076	2022-01-26	1.670
002077	2022-01-25	6.800
002077	2022-01-26	6.890
002078	2022-01-25	11.220
002078	2022-01-26	11.300
002079	2022-01-25	11.430
002079	2022-01-26	11.630
002080	2022-01-25	28.610
002080	2022-01-26	29.530
002081	2022-01-25	5.820
002081	2022-01-26	5.880
002082	2022-01-25	11.910
002082	2022-01-26	12.120
002083	2022-01-25	4.670
002083	2022-01-26	4.670
002084	2022-01-25	4.840
002084	2022-01-26	4.880
002085	2022-01-25	5.090
002085	2022-01-26	5.110
002086	2022-01-25	3.230
002086	2022-01-26	3.070
002087	2022-01-25	3.350
002087	2022-01-26	3.390
002088	2022-01-25	19.740
002088	2022-01-26	20.280
002089	2022-01-25	1.990
002089	2022-01-26	2.020
002090	2022-01-25	8.520
002090	2022-01-26	8.630
002091	2022-01-25	11.540
002091	2022-01-26	11.810
002093	2022-01-25	6.150
002093	2022-01-26	6.280
002094	2022-01-25	3.720
002094	2022-01-26	3.720
002095	2022-01-25	16.350
002095	2022-01-26	14.720
002096	2022-01-25	11.610
002096	2022-01-26	12.130
002097	2022-01-25	8.340
002097	2022-01-26	8.470
002098	2022-01-25	6.420
002098	2022-01-26	6.440
002099	2022-01-25	7.440
002099	2022-01-26	7.390
002100	2022-01-25	10.260
002100	2022-01-26	10.420
002101	2022-01-25	13.500
002101	2022-01-26	14.850
002102	2022-01-25	3.530
002102	2022-01-26	3.470
002103	2022-01-25	5.290
002103	2022-01-26	5.060
002104	2022-01-25	7.600
002104	2022-01-26	8.360
002105	2022-01-25	9.180
002105	2022-01-26	9.300
002106	2022-01-25	10.230
002106	2022-01-26	10.340
002107	2022-01-25	6.940
002107	2022-01-26	6.950
002108	2022-01-25	6.540
002108	2022-01-26	6.690
002109	2022-01-25	5.250
002109	2022-01-26	5.300
002110	2022-01-25	7.020
002110	2022-01-26	7.120
002111	2022-01-25	10.850
002111	2022-01-26	10.850
002112	2022-01-25	7.270
002112	2022-01-26	7.550
002113	2022-01-25	1.720
002113	2022-01-26	1.720
002114	2022-01-25	7.370
002114	2022-01-26	7.470
002115	2022-01-25	5.660
002115	2022-01-26	5.800
002116	2022-01-25	6.840
002116	2022-01-26	7.030
002117	2022-01-25	8.530
002117	2022-01-26	8.460
002118	2022-01-25	3.060
002118	2022-01-26	2.980
002119	2022-01-25	12.300
002119	2022-01-26	12.990
002120	2022-01-25	19.800
002120	2022-01-26	20.340
002121	2022-01-25	4.950
002121	2022-01-26	4.980
002122	2022-01-25	2.430
002122	2022-01-26	2.410
002123	2022-01-25	14.400
002123	2022-01-26	14.370
002124	2022-01-25	6.040
002124	2022-01-26	6.010
002125	2022-01-25	10.760
002125	2022-01-26	10.670
002126	2022-01-25	10.690
002126	2022-01-26	10.870
002127	2022-01-25	5.900
002127	2022-01-26	5.960
002128	2022-01-25	14.990
002128	2022-01-26	14.970
002129	2022-01-25	41.650
002129	2022-01-26	43.380
002130	2022-01-25	7.060
002130	2022-01-26	7.080
002131	2022-01-25	2.300
002131	2022-01-26	2.310
002132	2022-01-25	5.050
002132	2022-01-26	5.180
002133	2022-01-25	3.150
002133	2022-01-26	3.220
002134	2022-01-25	11.550
002134	2022-01-26	11.380
002135	2022-01-25	10.060
002135	2022-01-26	10.280
002136	2022-01-25	14.360
002136	2022-01-26	14.670
002137	2022-01-25	5.750
002137	2022-01-26	5.750
002138	2022-01-25	35.350
002138	2022-01-26	35.460
002139	2022-01-25	14.670
002139	2022-01-26	15.100
002140	2022-01-25	13.100
002140	2022-01-26	13.300
002141	2022-01-25	5.250
002141	2022-01-26	5.260
002142	2022-01-25	39.910
002142	2022-01-26	40.000
002144	2022-01-25	9.300
002144	2022-01-26	9.680
002145	2022-01-25	10.750
002145	2022-01-26	10.700
002146	2022-01-25	4.570
002146	2022-01-26	4.540
002147	2022-01-25	4.240
002147	2022-01-26	4.290
002148	2022-01-25	5.180
002148	2022-01-26	5.140
002149	2022-01-25	14.530
002149	2022-01-26	14.580
002150	2022-01-25	5.920
002150	2022-01-26	6.070
002151	2022-01-25	36.510
002151	2022-01-26	35.600
002152	2022-01-25	11.980
002152	2022-01-26	12.110
002153	2022-01-25	33.010
002153	2022-01-26	31.760
002154	2022-01-25	4.460
002154	2022-01-26	4.500
002155	2022-01-25	11.540
002155	2022-01-26	11.740
002156	2022-01-25	17.660
002156	2022-01-26	17.570
002157	2022-01-25	8.850
002157	2022-01-26	8.990
002158	2022-01-25	23.080
002158	2022-01-26	22.460
002159	2022-01-25	11.410
002159	2022-01-26	11.620
002160	2022-01-25	4.310
002160	2022-01-26	4.400
002161	2022-01-25	5.480
002161	2022-01-26	5.850
002162	2022-01-25	4.080
002162	2022-01-26	4.170
002163	2022-01-25	11.090
002163	2022-01-26	11.050
002164	2022-01-25	6.550
002164	2022-01-26	6.560
002165	2022-01-25	5.170
002165	2022-01-26	5.250
002166	2022-01-25	8.380
002166	2022-01-26	8.460
002167	2022-01-25	6.990
002167	2022-01-26	7.010
002168	2022-01-25	4.060
002168	2022-01-26	4.060
002169	2022-01-25	10.300
002169	2022-01-26	10.360
002170	2022-01-25	5.670
002170	2022-01-26	5.690
002171	2022-01-25	10.650
002171	2022-01-26	10.800
002172	2022-01-25	3.900
002172	2022-01-26	3.890
002173	2022-01-25	6.760
002173	2022-01-26	6.750
002174	2022-01-25	12.430
002174	2022-01-26	12.420
002175	2022-01-25	2.400
002175	2022-01-26	2.430
002176	2022-01-25	17.340
002176	2022-01-26	17.130
002177	2022-01-25	7.250
002177	2022-01-26	6.980
002178	2022-01-25	5.010
002178	2022-01-26	4.860
002179	2022-01-25	86.300
002179	2022-01-26	84.530
002180	2022-01-25	51.150
002180	2022-01-26	50.760
002181	2022-01-25	4.120
002181	2022-01-26	4.190
002182	2022-01-25	19.900
002182	2022-01-26	20.120
002183	2022-01-25	5.370
002183	2022-01-26	5.450
002184	2022-01-25	12.930
002184	2022-01-26	12.640
002185	2022-01-25	11.930
002185	2022-01-26	11.880
002186	2022-01-25	9.810
002186	2022-01-26	9.830
002187	2022-01-25	8.210
002187	2022-01-26	8.220
002188	2022-01-25	5.330
002188	2022-01-26	5.060
002189	2022-01-25	18.300
002189	2022-01-26	18.450
002190	2022-01-25	28.010
002190	2022-01-26	28.020
002191	2022-01-25	16.650
002191	2022-01-26	17.190
002192	2022-01-25	100.000
002192	2022-01-26	97.330
002193	2022-01-25	5.660
002193	2022-01-26	5.790
002194	2022-01-25	9.390
002194	2022-01-26	9.310
002195	2022-01-25	2.450
002195	2022-01-26	2.460
002196	2022-01-25	12.420
002196	2022-01-26	12.210
002197	2022-01-25	12.220
002197	2022-01-26	13.440
002198	2022-01-25	6.450
002198	2022-01-26	6.450
002199	2022-01-25	7.280
002199	2022-01-26	7.320
002200	2022-01-25	7.820
002200	2022-01-26	7.820
002201	2022-01-25	17.110
002201	2022-01-26	17.040
002202	2022-01-25	14.340
002202	2022-01-26	14.960
002203	2022-01-25	11.560
002203	2022-01-26	11.450
002204	2022-01-25	3.730
002204	2022-01-26	3.790
002205	2022-01-25	7.390
002205	2022-01-26	7.530
002206	2022-01-25	7.340
002206	2022-01-26	7.410
002207	2022-01-25	5.520
002207	2022-01-26	5.630
002208	2022-01-25	8.470
002208	2022-01-26	8.400
002209	2022-01-25	6.480
002209	2022-01-26	6.580
002210	2022-01-25	3.020
002210	2022-01-26	3.080
002211	2022-01-25	3.700
002211	2022-01-26	3.790
002212	2022-01-25	16.730
002212	2022-01-26	16.450
002213	2022-01-25	19.160
002213	2022-01-26	18.110
002214	2022-01-25	16.030
002214	2022-01-26	16.100
002215	2022-01-25	5.630
002215	2022-01-26	5.760
002216	2022-01-25	16.400
002216	2022-01-26	16.350
002217	2022-01-25	3.570
002217	2022-01-26	3.620
002218	2022-01-25	5.600
002218	2022-01-26	5.700
002219	2022-01-25	2.720
002219	2022-01-26	2.730
002221	2022-01-25	11.000
002221	2022-01-26	10.990
002222	2022-01-25	15.900
002222	2022-01-26	16.270
002223	2022-01-25	30.890
002223	2022-01-26	30.400
002224	2022-01-25	5.040
002224	2022-01-26	5.130
002225	2022-01-25	4.130
002225	2022-01-26	4.180
002226	2022-01-25	5.110
002226	2022-01-26	5.200
002227	2022-01-25	16.280
002227	2022-01-26	16.480
002228	2022-01-25	3.490
002228	2022-01-26	3.510
002229	2022-01-25	6.080
002229	2022-01-26	6.300
002230	2022-01-25	46.400
002230	2022-01-26	46.580
002231	2022-01-25	5.360
002231	2022-01-26	5.540
002232	2022-01-25	17.780
002232	2022-01-26	17.670
002233	2022-01-25	10.300
002233	2022-01-26	10.470
002234	2022-01-25	15.560
002234	2022-01-26	15.380
002235	2022-01-25	8.760
002235	2022-01-26	7.880
002236	2022-01-25	19.320
002236	2022-01-26	19.790
002237	2022-01-25	11.830
002237	2022-01-26	11.630
002238	2022-01-25	6.210
002238	2022-01-26	6.230
002239	2022-01-25	3.330
002239	2022-01-26	3.340
002240	2022-01-25	47.280
002240	2022-01-26	47.570
002241	2022-01-25	48.650
002241	2022-01-26	48.470
002242	2022-01-25	23.000
002242	2022-01-26	22.990
002243	2022-01-25	11.120
002243	2022-01-26	11.150
002244	2022-01-25	5.910
002244	2022-01-26	6.210
002245	2022-01-25	25.240
002245	2022-01-26	25.330
002246	2022-01-25	8.380
002246	2022-01-26	8.480
002247	2022-01-25	2.740
002247	2022-01-26	2.770
002248	2022-01-25	7.580
002248	2022-01-26	7.700
002249	2022-01-25	6.770
002249	2022-01-26	6.870
002250	2022-01-25	17.170
002250	2022-01-26	17.380
002251	2022-01-25	6.510
002251	2022-01-26	6.570
002252	2022-01-25	6.690
002252	2022-01-26	6.770
002253	2022-01-25	16.150
002253	2022-01-26	16.410
002254	2022-01-25	19.420
002254	2022-01-26	19.490
002255	2022-01-25	5.870
002255	2022-01-26	5.930
002256	2022-01-25	3.760
002256	2022-01-26	3.550
002258	2022-01-25	28.450
002258	2022-01-26	28.490
002259	2022-01-25	3.560
002259	2022-01-26	3.570
002261	2022-01-25	7.880
002261	2022-01-26	7.490
002262	2022-01-25	14.180
002262	2022-01-26	14.110
002263	2022-01-25	3.440
002263	2022-01-26	3.460
002264	2022-01-25	5.000
002264	2022-01-26	5.060
002265	2022-01-25	18.800
002265	2022-01-26	17.290
002266	2022-01-25	6.000
002266	2022-01-26	6.150
002267	2022-01-25	6.660
002267	2022-01-26	6.690
002268	2022-01-25	44.140
002268	2022-01-26	43.620
002269	2022-01-25	2.220
002269	2022-01-26	2.240
002270	2022-01-25	7.950
002270	2022-01-26	8.140
002271	2022-01-25	49.500
002271	2022-01-26	49.720
002272	2022-01-25	5.850
002272	2022-01-26	5.910
002273	2022-01-25	15.080
002273	2022-01-26	14.820
002274	2022-01-25	10.850
002274	2022-01-26	10.990
002275	2022-01-25	14.360
002275	2022-01-26	14.820
002276	2022-01-25	7.520
002276	2022-01-26	7.810
002277	2022-01-25	3.060
002277	2022-01-26	3.110
002278	2022-01-25	5.430
002278	2022-01-26	5.790
002279	2022-01-25	5.110
002279	2022-01-26	5.000
002280	2022-01-25	3.570
002280	2022-01-26	3.700
002281	2022-01-25	20.650
002281	2022-01-26	20.380
002282	2022-01-25	9.910
002282	2022-01-26	10.200
002283	2022-01-25	9.100
002283	2022-01-26	9.400
002284	2022-01-25	9.290
002284	2022-01-26	9.400
002285	2022-01-25	3.590
002285	2022-01-26	3.600
002286	2022-01-25	11.870
002286	2022-01-26	11.950
002287	2022-01-25	25.080
002287	2022-01-26	25.200
002288	2022-01-25	6.830
002288	2022-01-26	7.050
002289	2022-01-25	6.750
002289	2022-01-26	6.790
002290	2022-01-25	7.050
002290	2022-01-26	7.090
002291	2022-01-25	17.690
002291	2022-01-26	17.040
002292	2022-01-25	5.550
002292	2022-01-26	5.680
002293	2022-01-25	13.980
002293	2022-01-26	14.000
002294	2022-01-25	24.710
002294	2022-01-26	24.340
002295	2022-01-25	6.890
002295	2022-01-26	6.910
002296	2022-01-25	6.950
002296	2022-01-26	7.000
002297	2022-01-25	8.370
002297	2022-01-26	8.290
002298	2022-01-25	6.760
002298	2022-01-26	6.780
002299	2022-01-25	21.970
002299	2022-01-26	21.870
002300	2022-01-25	8.750
002300	2022-01-26	8.780
002301	2022-01-25	7.360
002301	2022-01-26	7.390
002302	2022-01-25	7.770
002302	2022-01-26	8.160
002303	2022-01-25	3.500
002303	2022-01-26	3.550
002304	2022-01-25	164.500
002304	2022-01-26	165.990
002305	2022-01-25	2.090
002305	2022-01-26	2.120
002306	2022-01-25	2.930
002306	2022-01-26	2.930
002307	2022-01-25	4.200
002307	2022-01-26	4.310
002308	2022-01-25	4.160
002308	2022-01-26	4.220
002309	2022-01-25	7.040
002309	2022-01-26	7.110
002310	2022-01-25	2.700
002310	2022-01-26	2.740
002311	2022-01-25	70.700
002311	2022-01-26	70.480
002312	2022-01-25	11.400
002312	2022-01-26	11.310
002313	2022-01-25	10.920
002313	2022-01-26	10.950
002314	2022-01-25	4.180
002314	2022-01-26	4.060
002315	2022-01-25	15.820
002315	2022-01-26	16.620
002316	2022-01-25	8.030
002316	2022-01-26	7.230
002317	2022-01-25	10.340
002317	2022-01-26	10.010
002318	2022-01-25	17.400
002318	2022-01-26	17.590
002319	2022-01-25	12.920
002319	2022-01-26	12.960
002320	2022-01-25	5.560
002320	2022-01-26	5.610
002321	2022-01-25	2.670
002321	2022-01-26	2.670
002322	2022-01-25	11.010
002322	2022-01-26	11.430
002323	2022-01-25	2.980
002323	2022-01-26	2.910
002324	2022-01-25	14.560
002324	2022-01-26	14.700
002325	2022-01-25	2.530
002325	2022-01-26	2.600
002326	2022-01-25	34.080
002326	2022-01-26	34.600
002327	2022-01-25	8.650
002327	2022-01-26	8.620
002328	2022-01-25	5.420
002328	2022-01-26	5.460
002329	2022-01-25	5.280
002329	2022-01-26	5.010
002330	2022-01-25	10.320
002330	2022-01-26	9.290
002331	2022-01-25	8.260
002331	2022-01-26	8.450
002332	2022-01-25	11.150
002332	2022-01-26	11.190
002333	2022-01-25	5.050
002333	2022-01-26	5.100
002334	2022-01-25	6.830
002334	2022-01-26	6.870
002335	2022-01-25	32.600
002335	2022-01-26	32.130
002336	2022-01-25	6.200
002336	2022-01-26	6.090
002337	2022-01-25	3.730
002337	2022-01-26	3.890
002338	2022-01-25	21.200
002338	2022-01-26	21.370
002339	2022-01-25	6.650
002339	2022-01-26	6.740
002340	2022-01-25	9.010
002340	2022-01-26	9.070
002341	2022-01-25	4.910
002341	2022-01-26	4.940
002342	2022-01-25	4.180
002342	2022-01-26	4.250
002343	2022-01-25	5.200
002343	2022-01-26	5.160
002344	2022-01-25	4.460
002344	2022-01-26	4.510
002345	2022-01-25	5.270
002345	2022-01-26	5.380
002346	2022-01-25	18.150
002346	2022-01-26	18.160
002347	2022-01-25	4.500
002347	2022-01-26	4.510
002348	2022-01-25	2.210
002348	2022-01-26	2.330
002349	2022-01-25	16.200
002349	2022-01-26	14.580
002350	2022-01-25	7.760
002350	2022-01-26	8.190
002351	2022-01-25	11.170
002351	2022-01-26	11.180
002352	2022-01-25	63.110
002352	2022-01-26	64.940
002353	2022-01-25	42.500
002353	2022-01-26	42.930
002354	2022-01-25	4.810
002354	2022-01-26	4.790
002355	2022-01-25	5.660
002355	2022-01-26	5.680
002356	2022-01-25	3.950
002356	2022-01-26	4.000
002357	2022-01-25	5.570
002357	2022-01-26	5.690
002358	2022-01-25	2.890
002358	2022-01-26	2.960
002360	2022-01-25	8.200
002360	2022-01-26	8.330
002361	2022-01-25	4.990
002361	2022-01-26	5.040
002362	2022-01-25	16.120
002362	2022-01-26	16.410
002363	2022-01-25	5.170
002363	2022-01-26	5.270
002364	2022-01-25	8.530
002364	2022-01-26	8.670
002365	2022-01-25	8.910
002365	2022-01-26	9.000
002366	2022-01-25	4.300
002366	2022-01-26	4.270
002367	2022-01-25	7.430
002367	2022-01-26	7.560
002368	2022-01-25	27.650
002368	2022-01-26	27.200
002369	2022-01-25	6.960
002369	2022-01-26	6.950
002370	2022-01-25	6.250
002370	2022-01-26	5.630
002371	2022-01-25	297.100
002371	2022-01-26	309.000
002372	2022-01-25	23.890
002372	2022-01-26	23.830
002373	2022-01-25	14.400
002373	2022-01-26	14.480
002374	2022-01-25	6.380
002374	2022-01-26	6.130
002375	2022-01-25	6.410
002375	2022-01-26	6.530
002376	2022-01-25	8.770
002376	2022-01-26	8.720
002377	2022-01-25	3.080
002377	2022-01-26	3.050
002378	2022-01-25	8.180
002378	2022-01-26	7.970
002379	2022-01-25	3.130
002379	2022-01-26	3.150
002380	2022-01-25	13.060
002380	2022-01-26	12.940
002381	2022-01-25	7.310
002381	2022-01-26	7.470
002382	2022-01-25	15.100
002382	2022-01-26	15.390
002383	2022-01-25	6.480
002383	2022-01-26	6.520
002384	2022-01-25	23.700
002384	2022-01-26	24.160
002385	2022-01-25	9.010
002385	2022-01-26	9.280
002386	2022-01-25	10.720
002386	2022-01-26	10.810
002387	2022-01-25	8.250
002387	2022-01-26	8.210
002388	2022-01-25	5.090
002388	2022-01-26	5.280
002389	2022-01-25	21.700
002389	2022-01-26	21.480
002390	2022-01-25	5.620
002390	2022-01-26	5.600
002391	2022-01-25	7.390
002391	2022-01-26	7.420
002392	2022-01-25	4.340
002392	2022-01-26	4.390
002393	2022-01-25	20.000
002393	2022-01-26	19.960
002394	2022-01-25	7.690
002394	2022-01-26	7.760
002395	2022-01-25	9.500
002395	2022-01-26	9.690
002396	2022-01-25	23.800
002396	2022-01-26	23.650
002397	2022-01-25	3.680
002397	2022-01-26	3.670
002398	2022-01-25	6.680
002398	2022-01-26	6.760
002399	2022-01-25	16.180
002399	2022-01-26	15.930
002400	2022-01-25	4.710
002400	2022-01-26	4.700
002401	2022-01-25	9.620
002401	2022-01-26	9.800
002402	2022-01-25	23.630
002402	2022-01-26	23.950
002403	2022-01-25	6.620
002403	2022-01-26	6.720
002404	2022-01-25	5.450
002404	2022-01-26	5.510
002405	2022-01-25	16.150
002405	2022-01-26	16.710
002406	2022-01-25	5.600
002406	2022-01-26	5.660
002407	2022-01-25	43.440
002407	2022-01-26	43.910
002408	2022-01-25	9.670
002408	2022-01-26	9.680
002409	2022-01-25	71.050
002409	2022-01-26	68.930
002410	2022-01-25	64.070
002410	2022-01-26	62.970
002411	2022-01-25	7.940
002411	2022-01-26	8.060
002412	2022-01-25	6.200
002412	2022-01-26	6.190
002413	2022-01-25	6.160
002413	2022-01-26	6.210
002414	2022-01-25	22.290
002414	2022-01-26	22.540
002415	2022-01-25	48.250
002415	2022-01-26	49.230
002416	2022-01-25	10.160
002416	2022-01-26	10.150
002417	2022-01-25	5.860
002417	2022-01-26	6.450
002418	2022-01-25	3.330
002418	2022-01-26	3.370
002419	2022-01-25	7.160
002419	2022-01-26	6.600
002420	2022-01-25	7.910
002420	2022-01-26	7.500
002421	2022-01-25	3.770
002421	2022-01-26	4.080
002422	2022-01-25	18.350
002422	2022-01-26	18.120
002423	2022-01-25	8.060
002423	2022-01-26	8.110
002424	2022-01-25	6.470
002424	2022-01-26	6.410
002425	2022-01-25	7.480
002425	2022-01-26	7.480
002426	2022-01-25	2.220
002426	2022-01-26	2.240
002427	2022-01-25	6.790
002427	2022-01-26	6.720
002428	2022-01-25	11.360
002428	2022-01-26	12.500
002429	2022-01-25	4.430
002429	2022-01-26	4.440
002430	2022-01-25	30.610
002430	2022-01-26	31.850
002431	2022-01-25	3.250
002431	2022-01-26	3.580
002432	2022-01-25	56.610
002432	2022-01-26	52.240
002433	2022-01-25	5.750
002433	2022-01-26	5.760
002434	2022-01-25	11.940
002434	2022-01-26	12.240
002435	2022-01-25	4.550
002435	2022-01-26	4.570
002436	2022-01-25	11.890
002436	2022-01-26	12.370
002437	2022-01-25	2.540
002437	2022-01-26	2.530
002438	2022-01-25	16.200
002438	2022-01-26	17.590
002439	2022-01-25	24.350
002439	2022-01-26	24.040
002440	2022-01-25	9.120
002440	2022-01-26	9.150
002441	2022-01-25	9.060
002441	2022-01-26	9.180
002442	2022-01-25	5.550
002442	2022-01-26	5.680
002443	2022-01-25	7.740
002443	2022-01-26	8.020
002444	2022-01-25	25.680
002444	2022-01-26	25.850
002445	2022-01-25	2.630
002445	2022-01-26	2.650
002446	2022-01-25	6.210
002446	2022-01-26	6.300
002447	2022-01-25	1.950
002447	2022-01-26	1.980
002448	2022-01-25	6.150
002448	2022-01-26	6.190
002449	2022-01-25	9.520
002449	2022-01-26	9.360
002451	2022-01-25	6.350
002451	2022-01-26	6.490
002452	2022-01-25	8.800
002452	2022-01-26	8.600
002453	2022-01-25	17.600
002453	2022-01-26	17.050
002454	2022-01-25	7.050
002454	2022-01-26	7.130
002455	2022-01-25	11.810
002455	2022-01-26	12.190
002456	2022-01-25	8.120
002456	2022-01-26	8.210
002457	2022-01-25	8.050
002457	2022-01-26	8.310
